date,city,temperature,aqi
2024-07-03,Bhopal,39.4,80
2024-07-04,Mumbai,34.3,167
2024-07-04,Delhi,31.1,146
2024-07-04,Bengaluru,22.3,248
2024-07-04,Chennai,22.3,266
2024-07-04,Kolkata,33.3,55
2024-07-04,Hyderabad,35.9,329
2024-07-04,Ahmedabad,34.9,197
2024-07-04,Jaipur,23.9,137
2024-07-04,Lucknow,25.4,98
2024-07-04,Bhopal,24.5,126
2024-07-05,Mumbai,26.4,204
2024-07-05,Delhi,39.9,108
2024-07-05,Bengaluru,31.5,265
2024-07-05,Chennai,39.3,298
2024-07-05,Kolkata,35.5,254
2024-07-05,Hyderabad,27.9,337
2024-07-05,Ahmedabad,21.6,339
2024-07-05,Jaipur,24.5,287
2024-07-05,Lucknow,22.4,150
2024-07-05,Bhopal,30.0,270
2024-07-06,Mumbai,25.5,182
2024-07-06,Delhi,35.5,325
2024-07-06,Bengaluru,37.0,196
2024-07-06,Chennai,35.1,160
2024-07-06,Kolkata,30.9,274
2024-07-06,Hyderabad,20.7,244
2024-07-06,Ahmedabad,21.6,301
2024-07-06,Jaipur,30.5,294
2024-07-06,Lucknow,31.0,174
2024-07-06,Bhopal,30.5,343
2024-07-07,Mumbai,28.6,292
2024-07-07,Delhi,30.1,72
2024-07-07,Bengaluru,40.2,239
2024-07-07,Chennai,37.6,117
2024-07-07,Kolkata,36.6,252
2024-07-07,Hyderabad,41.7,172
2024-07-07,Ahmedabad,25.1,175
2024-07-07,Jaipur,21.2,66
2024-07-07,Lucknow,20.6,68
2024-07-07,Bhopal,26.3,187
2024-07-08,Mumbai,27.2,117
2024-07-08,Delhi,29.0,348
2024-07-08,Bengaluru,31.3,231
2024-07-08,Chennai,26.1,178
2024-07-08,Kolkata,35.6,195
2024-07-08,Hyderabad,41.3,303
2024-07-08,Ahmedabad,34.5,189
2024-07-08,Jaipur,31.3,40
2024-07-08,Lucknow,35.7,70
2024-07-08,Bhopal,30.2,288
2024-07-09,Mumbai,29.2,84
2024-07-09,Delhi,34.0,77
2024-07-09,Bengaluru,20.1,40
2024-07-09,Chennai,38.4,47
2024-07-09,Kolkata,35.0,138
2024-07-09,Hyderabad,25.4,323
2024-07-09,Ahmedabad,30.9,76
2024-07-09,Jaipur,23.6,304
2024-07-09,Lucknow,28.8,272
2024-07-09,Bhopal,19.2,243
2024-07-10,Mumbai,40.2,233
2024-07-10,Delhi,30.6,301
2024-07-10,Bengaluru,25.4,131
2024-07-10,Chennai,24.1,313
2024-07-10,Kolkata,38.3,326
2024-07-10,Hyderabad,29.4,112
2024-07-10,Ahmedabad,33.1,285
2024-07-10,Jaipur,32.7,208
2024-07-10,Lucknow,37.7,249
2024-07-10,Bhopal,31.8,92
2024-07-11,Mumbai,21.3,334
2024-07-11,Delhi,19.5,89
2024-07-11,Bengaluru,21.7,267
2024-07-11,Chennai,28.8,327
2024-07-11,Kolkata,36.1,229
2024-07-11,Hyderabad,36.5,78
2024-07-11,Ahmedabad,25.6,277
2024-07-11,Jaipur,27.4,166
2024-07-11,Lucknow,26.0,266
2024-07-11,Bhopal,32.4,300
2024-07-12,Mumbai,34.1,224
2024-07-12,Delhi,36.3,348
2024-07-12,Bengaluru,27.2,128
2024-07-12,Chennai,20.0,190
2024-07-12,Kolkata,36.2,349
2024-07-12,Hyderabad,22.7,67
2024-07-12,Ahmedabad,19.4,135
2024-07-12,Jaipur,19.6,267
2024-07-12,Lucknow,34.2,179
2024-07-12,Bhopal,36.5,155
2024-07-13,Mumbai,34.5,146
2024-07-13,Delhi,33.6,251
2024-07-13,Bengaluru,38.3,247
2024-07-13,Chennai,40.8,314
2024-07-13,Kolkata,29.9,122
2024-07-13,Hyderabad,27.1,68
2024-07-13,Ahmedabad,25.4,165
2024-07-13,Jaipur,19.6,308
2024-07-13,Lucknow,28.7,114
2024-07-13,Bhopal,36.2,243
2024-07-14,Mumbai,23.6,262
2024-07-14,Delhi,32.1,246
2024-07-14,Bengaluru,37.0,211
2024-07-14,Chennai,37.2,107
2024-07-14,Kolkata,38.2,274
2024-07-14,Hyderabad,34.4,144
2024-07-14,Ahmedabad,28.9,223
2024-07-14,Jaipur,27.2,110
2024-07-14,Lucknow,34.4,273
2024-07-14,Bhopal,36.8,254
2024-07-15,Mumbai,26.3,225
2024-07-15,Delhi,23.2,287
2024-07-15,Bengaluru,35.4,242
2024-07-15,Chennai,30.3,110
2024-07-15,Kolkata,22.9,85
2024-07-15,Hyderabad,26.0,185
2024-07-15,Ahmedabad,41.6,304
2024-07-15,Jaipur,36.5,335
2024-07-15,Lucknow,38.1,158
2024-07-15,Bhopal,23.4,226
2024-07-16,Mumbai,33.9,211
2024-07-16,Delhi,28.5,104
2024-07-16,Bengaluru,31.9,246
2024-07-16,Chennai,30.1,157
2024-07-16,Kolkata,28.9,237
2024-07-16,Hyderabad,41.0,137
2024-07-16,Ahmedabad,31.9,153
2024-07-16,Jaipur,35.5,233
2024-07-16,Lucknow,21.3,229
2024-07-16,Bhopal,22.3,146
2024-07-17,Mumbai,41.1,192
2024-07-17,Delhi,21.4,289
2024-07-17,Bengaluru,30.5,250
2024-07-17,Chennai,37.7,315
2024-07-17,Kolkata,39.5,134
2024-07-17,Hyderabad,29.1,262
2024-07-17,Ahmedabad,32.5,232
2024-07-17,Jaipur,36.2,59
2024-07-17,Lucknow,37.6,303
2024-07-17,Bhopal,25.5,138
2024-07-18,Mumbai,26.3,283
2024-07-18,Delhi,32.6,319
2024-07-18,Bengaluru,27.5,334
2024-07-18,Chennai,24.1,91
2024-07-18,Kolkata,21.5,183
2024-07-18,Hyderabad,28.2,195
2024-07-18,Ahmedabad,32.0,255
2024-07-18,Jaipur,24.9,177
2024-07-18,Lucknow,38.0,334
2024-07-18,Bhopal,30.2,93
2024-07-19,Mumbai,36.2,111
2024-07-19,Delhi,30.6,114
2024-07-19,Bengaluru,27.5,73
2024-07-19,Chennai,37.6,54
2024-07-19,Kolkata,22.8,322
2024-07-19,Hyderabad,19.5,247
2024-07-19,Ahmedabad,28.4,224
2024-07-19,Jaipur,30.1,167
2024-07-19,Lucknow,33.9,194
2024-07-19,Bhopal,32.9,99
2024-07-20,Mumbai,40.3,182
2024-07-20,Delhi,37.0,150
2024-07-20,Bengaluru,31.7,247
2024-07-20,Chennai,28.5,139
2024-07-20,Kolkata,37.7,314
2024-07-20,Hyderabad,23.8,133
2024-07-20,Ahmedabad,30.0,302
2024-07-20,Jaipur,41.9,97
2024-07-20,Lucknow,37.8,52
2024-07-20,Bhopal,20.5,335
2024-07-21,Mumbai,21.7,99
2024-07-21,Delhi,26.7,342
2024-07-21,Bengaluru,23.0,347
2024-07-21,Chennai,35.6,131
2024-07-21,Kolkata,24.2,159
2024-07-21,Hyderabad,37.3,197
2024-07-21,Ahmedabad,35.0,141
2024-07-21,Jaipur,26.5,48
2024-07-21,Lucknow,22.6,298
2024-07-21,Bhopal,33.9,65
2024-07-22,Mumbai,37.9,298
2024-07-22,Delhi,27.7,345
2024-07-22,Bengaluru,32.2,228
2024-07-22,Chennai,23.6,340
2024-07-22,Kolkata,40.7,204
2024-07-22,Hyderabad,26.4,118
2024-07-22,Ahmedabad,40.6,156
2024-07-22,Jaipur,22.7,294
2024-07-22,Lucknow,32.3,54
2024-07-22,Bhopal,29.2,233
2024-07-23,Mumbai,35.5,169
2024-07-23,Delhi,23.4,139
2024-07-23,Bengaluru,26.6,42
2024-07-23,Chennai,38.7,56
2024-07-23,Kolkata,25.0,325
2024-07-23,Hyderabad,34.8,177
2024-07-23,Ahmedabad,32.3,82
2024-07-23,Jaipur,29.6,146
2024-07-23,Lucknow,39.0,111
2024-07-23,Bhopal,41.5,129
2024-07-24,Mumbai,28.7,117
2024-07-24,Delhi,22.8,194
2024-07-24,Bengaluru,24.5,193
2024-07-24,Chennai,24.5,272
2024-07-24,Kolkata,35.0,324
2024-07-24,Hyderabad,31.3,81
2024-07-24,Ahmedabad,25.1,137
2024-07-24,Jaipur,35.9,262
2024-07-24,Lucknow,37.9,199
2024-07-24,Bhopal,28.9,340
2024-07-25,Mumbai,37.9,240
2024-07-25,Delhi,27.3,186
2024-07-25,Bengaluru,28.1,332
2024-07-25,Chennai,35.4,68
2024-07-25,Kolkata,27.4,255
2024-07-25,Hyderabad,31.7,92
2024-07-25,Ahmedabad,34.5,156
2024-07-25,Jaipur,22.0,52
2024-07-25,Lucknow,25.9,209
2024-07-25,Bhopal,24.4,234
2024-07-26,Mumbai,38.5,319
2024-07-26,Delhi,32.3,184
2024-07-26,Bengaluru,37.6,195
2024-07-26,Chennai,39.0,106
2024-07-26,Kolkata,36.9,185
2024-07-26,Hyderabad,37.6,221
2024-07-26,Ahmedabad,29.6,82
2024-07-26,Jaipur,24.9,330
2024-07-26,Lucknow,40.1,310
2024-07-26,Bhopal,19.6,226
2024-07-27,Mumbai,28.6,292
2024-07-27,Delhi,28.7,104
2024-07-27,Bengaluru,40.7,347
2024-07-27,Chennai,37.4,221
2024-07-27,Kolkata,18.9,109
2024-07-27,Hyderabad,24.6,253
2024-07-27,Ahmedabad,25.8,198
2024-07-27,Jaipur,32.9,117
2024-07-27,Lucknow,25.6,164
2024-07-27,Bhopal,35.8,196
2024-07-28,Mumbai,38.4,74
2024-07-28,Delhi,31.7,109
2024-07-28,Bengaluru,37.9,128
2024-07-28,Chennai,32.2,238
2024-07-28,Kolkata,35.0,129
2024-07-28,Hyderabad,37.1,143
2024-07-28,Ahmedabad,38.8,196
2024-07-28,Jaipur,38.4,120
2024-07-28,Lucknow,36.9,192
2024-07-28,Bhopal,36.3,172
2024-07-29,Mumbai,35.5,88
2024-07-29,Delhi,33.3,332
2024-07-29,Bengaluru,25.8,253
2024-07-29,Chennai,24.5,114
2024-07-29,Kolkata,33.7,47
2024-07-29,Hyderabad,32.2,139
2024-07-29,Ahmedabad,28.9,229
2024-07-29,Jaipur,23.9,175
2024-07-29,Lucknow,36.8,246
2024-07-29,Bhopal,35.0,237
2024-07-30,Mumbai,35.9,205
2024-07-30,Delhi,40.7,233
2024-07-30,Bengaluru,29.6,268
2024-07-30,Chennai,41.4,46
2024-07-30,Kolkata,37.8,124
2024-07-30,Hyderabad,31.9,50
2024-07-30,Ahmedabad,23.4,221
2024-07-30,Jaipur,38.5,135
2024-07-30,Lucknow,21.4,329
2024-07-30,Bhopal,26.9,66
2024-07-31,Mumbai,20.0,48
2024-07-31,Delhi,27.8,310
2024-07-31,Bengaluru,24.8,240
2024-07-31,Chennai,30.8,163
2024-07-31,Kolkata,37.3,90
2024-07-31,Hyderabad,38.2,343
2024-07-31,Ahmedabad,23.1,206
2024-07-31,Jaipur,31.5,104
2024-07-31,Lucknow,24.5,119
2024-07-31,Bhopal,40.1,167
2024-08-01,Mumbai,28.5,294
2024-08-01,Delhi,29.2,146
2024-08-01,Bengaluru,23.6,320
2024-08-01,Chennai,29.4,205
2024-08-01,Kolkata,23.2,212
2024-08-01,Hyderabad,23.0,311
2024-08-01,Ahmedabad,32.0,131
2024-08-01,Jaipur,28.9,326
2024-08-01,Lucknow,22.1,107
2024-08-01,Bhopal,37.2,264
2024-08-02,Mumbai,29.5,147
2024-08-02,Delhi,38.9,208
2024-08-02,Bengaluru,37.3,167
2024-08-02,Chennai,36.5,98
2024-08-02,Kolkata,31.7,156
2024-08-02,Hyderabad,36.5,271
2024-08-02,Ahmedabad,33.6,172
2024-08-02,Jaipur,22.7,124
2024-08-02,Lucknow,30.5,74
2024-08-02,Bhopal,32.0,320
2024-08-03,Mumbai,28.1,153
2024-08-03,Delhi,19.5,307
2024-08-03,Bengaluru,18.2,287
2024-08-03,Chennai,29.6,293
2024-08-03,Kolkata,34.6,249
2024-08-03,Hyderabad,31.9,158
2024-08-03,Ahmedabad,36.6,307
2024-08-03,Jaipur,25.9,68
2024-08-03,Lucknow,38.0,96
2024-08-03,Bhopal,34.3,279
2024-08-04,Mumbai,37.3,163
2024-08-04,Delhi,31.9,187
2024-08-04,Bengaluru,23.4,322
2024-08-04,Chennai,35.7,114
2024-08-04,Kolkata,38.9,263
2024-08-04,Hyderabad,20.8,272
2024-08-04,Ahmedabad,24.0,151
2024-08-04,Jaipur,29.0,58
2024-08-04,Lucknow,32.5,132
2024-08-04,Bhopal,37.4,306
2024-08-05,Mumbai,18.7,308
2024-08-05,Delhi,36.1,201
2024-08-05,Bengaluru,31.7,54
2024-08-05,Chennai,34.3,72
2024-08-05,Kolkata,21.6,120
2024-08-05,Hyderabad,20.7,153
2024-08-05,Ahmedabad,39.6,193
2024-08-05,Jaipur,24.7,46
2024-08-05,Lucknow,25.0,169
2024-08-05,Bhopal,35.3,168
2024-08-06,Mumbai,32.3,108
2024-08-06,Delhi,21.6,332
2024-08-06,Bengaluru,18.6,116
2024-08-06,Chennai,27.4,191
2024-08-06,Kolkata,26.7,204
2024-08-06,Hyderabad,23.3,74
2024-08-06,Ahmedabad,32.5,96
2024-08-06,Jaipur,31.0,86
2024-08-06,Lucknow,30.3,95
2024-08-06,Bhopal,41.2,67
2024-08-07,Mumbai,32.4,286
2024-08-07,Delhi,33.0,177
2024-08-07,Bengaluru,21.5,127
2024-08-07,Chennai,32.4,302
2024-08-07,Kolkata,20.6,246
2024-08-07,Hyderabad,29.4,345
2024-08-07,Ahmedabad,21.9,251
2024-08-07,Jaipur,24.3,81
2024-08-07,Lucknow,24.2,257
2024-08-07,Bhopal,33.8,156
2024-08-08,Mumbai,37.8,287
2024-08-08,Delhi,38.6,124
2024-08-08,Bengaluru,35.3,340
2024-08-08,Chennai,20.6,221
2024-08-08,Kolkata,33.8,63
2024-08-08,Hyderabad,37.4,221
2024-08-08,Ahmedabad,29.8,89
2024-08-08,Jaipur,24.3,144
2024-08-08,Lucknow,37.3,198
2024-08-08,Bhopal,26.9,137
2024-08-09,Mumbai,19.1,93
2024-08-09,Delhi,25.3,291
2024-08-09,Bengaluru,39.2,163
2024-08-09,Chennai,38.9,325
2024-08-09,Kolkata,31.2,181
2024-08-09,Hyderabad,31.5,256
2024-08-09,Ahmedabad,29.8,206
2024-08-09,Jaipur,26.2,92
2024-08-09,Lucknow,38.7,254
2024-08-09,Bhopal,26.5,130
2024-08-10,Mumbai,23.4,202
2024-08-10,Delhi,30.5,333
2024-08-10,Bengaluru,23.8,76
2024-08-10,Chennai,29.0,94
2024-08-10,Kolkata,37.5,48
2024-08-10,Hyderabad,41.1,276
2024-08-10,Ahmedabad,36.5,78
2024-08-10,Jaipur,38.6,166
2024-08-10,Lucknow,31.6,160
2024-08-10,Bhopal,20.6,302
2024-08-11,Mumbai,24.2,240
2024-08-11,Delhi,28.0,103
2024-08-11,Bengaluru,27.0,319
2024-08-11,Chennai,38.2,312
2024-08-11,Kolkata,28.1,277
2024-08-11,Hyderabad,20.0,143
2024-08-11,Ahmedabad,30.3,208
2024-08-11,Jaipur,18.7,318
2024-08-11,Lucknow,29.5,43
2024-08-11,Bhopal,20.1,233
2024-08-12,Mumbai,25.3,203
2024-08-12,Delhi,37.9,199
2024-08-12,Bengaluru,18.3,135
2024-08-12,Chennai,30.6,312
2024-08-12,Kolkata,32.3,272
2024-08-12,Hyderabad,26.1,340
2024-08-12,Ahmedabad,30.0,240
2024-08-12,Jaipur,29.9,98
2024-08-12,Lucknow,34.1,320
2024-08-12,Bhopal,34.6,140
2024-08-13,Mumbai,30.4,134
2024-08-13,Delhi,29.6,279
2024-08-13,Bengaluru,31.1,275
2024-08-13,Chennai,23.1,43
2024-08-13,Kolkata,38.8,161
2024-08-13,Hyderabad,27.4,181
2024-08-13,Ahmedabad,36.1,175
2024-08-13,Jaipur,22.3,200
2024-08-13,Lucknow,30.5,343
2024-08-13,Bhopal,27.5,229
2024-08-14,Mumbai,29.1,103
2024-08-14,Delhi,29.0,122
2024-08-14,Bengaluru,24.9,58
2024-08-14,Chennai,35.6,76
2024-08-14,Kolkata,28.8,174
2024-08-14,Hyderabad,21.3,181
2024-08-14,Ahmedabad,39.6,147
2024-08-14,Jaipur,38.0,281
2024-08-14,Lucknow,39.2,186
2024-08-14,Bhopal,32.8,325
2024-08-15,Mumbai,20.4,117
2024-08-15,Delhi,24.2,160
2024-08-15,Bengaluru,31.4,82
2024-08-15,Chennai,31.1,309
2024-08-15,Kolkata,35.4,142
2024-08-15,Hyderabad,33.3,236
2024-08-15,Ahmedabad,32.7,174
2024-08-15,Jaipur,29.5,259
2024-08-15,Lucknow,28.6,327
2024-08-15,Bhopal,34.5,128
2024-08-16,Mumbai,18.7,286
2024-08-16,Delhi,30.7,321
2024-08-16,Bengaluru,22.2,269
2024-08-16,Chennai,36.1,70
2024-08-16,Kolkata,37.6,213
2024-08-16,Hyderabad,36.6,235
2024-08-16,Ahmedabad,30.7,79
2024-08-16,Jaipur,28.2,347
2024-08-16,Lucknow,32.9,259
2024-08-16,Bhopal,37.4,236
2024-08-17,Mumbai,21.5,62
2024-08-17,Delhi,29.0,264
2024-08-17,Bengaluru,34.6,194
2024-08-17,Chennai,35.5,166
2024-08-17,Kolkata,26.0,302
2024-08-17,Hyderabad,27.6,134
2024-08-17,Ahmedabad,24.1,165
2024-08-17,Jaipur,29.1,276
2024-08-17,Lucknow,33.0,294
2024-08-17,Bhopal,21.7,115
2024-08-18,Mumbai,32.0,331
2024-08-18,Delhi,39.7,241
2024-08-18,Bengaluru,36.5,84
2024-08-18,Chennai,25.6,315
2024-08-18,Kolkata,40.8,328
2024-08-18,Hyderabad,36.2,78
2024-08-18,Ahmedabad,30.1,84
2024-08-18,Jaipur,34.0,228
2024-08-18,Lucknow,30.9,199
2024-08-18,Bhopal,37.0,182
2024-08-19,Mumbai,34.6,151
2024-08-19,Delhi,23.9,239
2024-08-19,Bengaluru,36.1,317
2024-08-19,Chennai,38.0,318
2024-08-19,Kolkata,25.7,228
2024-08-19,Hyderabad,35.9,94
2024-08-19,Ahmedabad,39.7,234
2024-08-19,Jaipur,36.6,183
2024-08-19,Lucknow,32.4,181
2024-08-19,Bhopal,36.5,65
2024-08-20,Mumbai,32.9,250
2024-08-20,Delhi,24.1,241
2024-08-20,Bengaluru,29.2,64
2024-08-20,Chennai,33.3,285
2024-08-20,Kolkata,33.7,140
2024-08-20,Hyderabad,41.4,244
2024-08-20,Ahmedabad,41.5,310
2024-08-20,Jaipur,32.4,207
2024-08-20,Lucknow,25.8,169
2024-08-20,Bhopal,38.5,126
2024-08-21,Mumbai,23.0,240
2024-08-21,Delhi,20.0,130
2024-08-21,Bengaluru,32.9,169
2024-08-21,Chennai,27.0,198
2024-08-21,Kolkata,20.7,219
2024-08-21,Hyderabad,27.0,349
2024-08-21,Ahmedabad,37.0,229
2024-08-21,Jaipur,18.0,66
2024-08-21,Lucknow,36.7,113
2024-08-21,Bhopal,36.6,91
2024-08-22,Mumbai,29.0,240
2024-08-22,Delhi,23.7,214
2024-08-22,Bengaluru,30.5,102
2024-08-22,Chennai,38.0,241
2024-08-22,Kolkata,37.8,96
2024-08-22,Hyderabad,18.9,278
2024-08-22,Ahmedabad,37.3,118
2024-08-22,Jaipur,28.4,283
2024-08-22,Lucknow,20.2,238
2024-08-22,Bhopal,33.6,187
2024-08-23,Mumbai,33.5,153
2024-08-23,Delhi,21.5,319
2024-08-23,Bengaluru,27.7,238
2024-08-23,Chennai,17.7,238
2024-08-23,Kolkata,36.5,179
2024-08-23,Hyderabad,37.9,155
2024-08-23,Ahmedabad,38.0,131
2024-08-23,Jaipur,25.0,200
2024-08-23,Lucknow,19.5,144
2024-08-23,Bhopal,29.6,147
2024-08-24,Mumbai,31.9,173
2024-08-24,Delhi,19.7,291
2024-08-24,Bengaluru,35.2,236
2024-08-24,Chennai,32.5,99
2024-08-24,Kolkata,23.1,128
2024-08-24,Hyderabad,39.5,203
2024-08-24,Ahmedabad,30.4,242
2024-08-24,Jaipur,28.5,53
2024-08-24,Lucknow,37.1,262
2024-08-24,Bhopal,28.9,103
2024-08-25,Mumbai,38.2,107
2024-08-25,Delhi,26.4,70
2024-08-25,Bengaluru,34.5,166
2024-08-25,Chennai,38.8,294
2024-08-25,Kolkata,31.3,221
2024-08-25,Hyderabad,38.4,58
2024-08-25,Ahmedabad,25.9,145
2024-08-25,Jaipur,24.8,212
2024-08-25,Lucknow,35.0,205
2024-08-25,Bhopal,23.6,233
2024-08-26,Mumbai,26.7,108
2024-08-26,Delhi,27.7,289
2024-08-26,Bengaluru,26.3,343
2024-08-26,Chennai,30.8,170
2024-08-26,Kolkata,40.1,142
2024-08-26,Hyderabad,33.7,106
2024-08-26,Ahmedabad,19.2,121
2024-08-26,Jaipur,25.7,231
2024-08-26,Lucknow,31.4,156
2024-08-26,Bhopal,36.7,346
2024-08-27,Mumbai,31.7,271
2024-08-27,Delhi,37.5,260
2024-08-27,Bengaluru,37.1,293
2024-08-27,Chennai,22.8,125
2024-08-27,Kolkata,33.6,321
2024-08-27,Hyderabad,36.3,181
2024-08-27,Ahmedabad,33.7,106
2024-08-27,Jaipur,39.6,301
2024-08-27,Lucknow,22.2,135
2024-08-27,Bhopal,24.6,237
2024-08-28,Mumbai,33.9,63
2024-08-28,Delhi,27.5,99
2024-08-28,Bengaluru,28.1,338
2024-08-28,Chennai,40.8,336
2024-08-28,Kolkata,29.3,123
2024-08-28,Hyderabad,24.2,59
2024-08-28,Ahmedabad,33.5,195
2024-08-28,Jaipur,41.4,90
2024-08-28,Lucknow,38.8,262
2024-08-28,Bhopal,24.2,114
2024-08-29,Mumbai,31.7,237
2024-08-29,Delhi,36.2,228
2024-08-29,Bengaluru,25.4,346
2024-08-29,Chennai,24.7,230
2024-08-29,Kolkata,29.8,72
2024-08-29,Hyderabad,33.0,144
2024-08-29,Ahmedabad,37.6,228
2024-08-29,Jaipur,30.3,200
2024-08-29,Lucknow,26.3,241
2024-08-29,Bhopal,30.4,335
2024-08-30,Mumbai,37.6,208
2024-08-30,Delhi,29.2,328
2024-08-30,Bengaluru,33.3,48
2024-08-30,Chennai,24.5,240
2024-08-30,Kolkata,29.3,262
2024-08-30,Hyderabad,29.3,73
2024-08-30,Ahmedabad,32.1,98
2024-08-30,Jaipur,36.6,153
2024-08-30,Lucknow,21.0,169
2024-08-30,Bhopal,37.6,288
2024-08-31,Mumbai,38.8,167
2024-08-31,Delhi,33.5,244
2024-08-31,Bengaluru,31.3,114
2024-08-31,Chennai,27.8,237
2024-08-31,Kolkata,36.9,218
2024-08-31,Hyderabad,25.6,205
2024-08-31,Ahmedabad,35.7,219
2024-08-31,Jaipur,37.4,255
2024-08-31,Lucknow,22.8,333
2024-08-31,Bhopal,35.5,319
2024-09-01,Mumbai,38.3,117
2024-09-01,Delhi,36.2,122
2024-09-01,Bengaluru,37.2,106
2024-09-01,Chennai,32.6,164
2024-09-01,Kolkata,27.5,132
2024-09-01,Hyderabad,36.6,248
2024-09-01,Ahmedabad,33.6,253
2024-09-01,Jaipur,25.5,163
2024-09-01,Lucknow,39.7,340
2024-09-01,Bhopal,34.4,254
2024-09-02,Mumbai,22.4,220
2024-09-02,Delhi,26.6,331
2024-09-02,Bengaluru,36.9,339
2024-09-02,Chennai,27.5,277
2024-09-02,Kolkata,25.7,46
2024-09-02,Hyderabad,18.9,188
2024-09-02,Ahmedabad,29.9,109
2024-09-02,Jaipur,22.5,52
2024-09-02,Lucknow,32.3,298
2024-09-02,Bhopal,27.6,79
2024-09-03,Mumbai,31.4,334
2024-09-03,Delhi,34.1,172
2024-09-03,Bengaluru,19.7,43
2024-09-03,Chennai,26.1,310
2024-09-03,Kolkata,22.7,75
2024-09-03,Hyderabad,26.7,77
2024-09-03,Ahmedabad,29.3,307
2024-09-03,Jaipur,20.9,268
2024-09-03,Lucknow,24.3,303
2024-09-03,Bhopal,25.0,83
2024-09-04,Mumbai,33.2,286
2024-09-04,Delhi,30.9,43
2024-09-04,Bengaluru,30.4,95
2024-09-04,Chennai,32.9,243
2024-09-04,Kolkata,27.1,338
2024-09-04,Hyderabad,32.7,322
2024-09-04,Ahmedabad,25.4,343
2024-09-04,Jaipur,28.4,206
2024-09-04,Lucknow,32.1,90
2024-09-04,Bhopal,26.5,307
2024-09-05,Mumbai,28.0,317
2024-09-05,Delhi,20.7,166
2024-09-05,Bengaluru,29.1,197
2024-09-05,Chennai,20.3,316
2024-09-05,Kolkata,26.8,127
2024-09-05,Hyderabad,36.3,236
2024-09-05,Ahmedabad,22.0,345
2024-09-05,Jaipur,32.7,41
2024-09-05,Lucknow,35.8,223
2024-09-05,Bhopal,33.6,50
2024-09-06,Mumbai,34.8,113
2024-09-06,Delhi,34.4,183
2024-09-06,Bengaluru,39.9,114
2024-09-06,Chennai,29.9,62
2024-09-06,Kolkata,24.1,322
2024-09-06,Hyderabad,18.9,263
2024-09-06,Ahmedabad,21.1,134
2024-09-06,Jaipur,27.3,192
2024-09-06,Lucknow,32.6,325
2024-09-06,Bhopal,32.2,335
2024-09-07,Mumbai,24.0,53
2024-09-07,Delhi,38.0,291
2024-09-07,Bengaluru,23.0,126
2024-09-07,Chennai,29.8,299
2024-09-07,Kolkata,38.7,237
2024-09-07,Hyderabad,30.2,73
2024-09-07,Ahmedabad,21.8,199
2024-09-07,Jaipur,26.3,237
2024-09-07,Lucknow,36.8,206
2024-09-07,Bhopal,29.3,305
2024-09-08,Mumbai,21.3,43
2024-09-08,Delhi,32.7,156
2024-09-08,Bengaluru,24.5,70
2024-09-08,Chennai,27.4,312
2024-09-08,Kolkata,21.8,51
2024-09-08,Hyderabad,30.5,246
2024-09-08,Ahmedabad,27.4,47
2024-09-08,Jaipur,27.9,264
2024-09-08,Lucknow,37.0,217
2024-09-08,Bhopal,35.8,287
2024-09-09,Mumbai,30.0,237
2024-09-09,Delhi,30.1,191
2024-09-09,Bengaluru,36.7,194
2024-09-09,Chennai,37.1,160
2024-09-09,Kolkata,31.8,110
2024-09-09,Hyderabad,33.2,225
2024-09-09,Ahmedabad,31.6,233
2024-09-09,Jaipur,26.5,197
2024-09-09,Lucknow,31.9,166
2024-09-09,Bhopal,22.1,245
2024-09-10,Mumbai,31.4,264
2024-09-10,Delhi,38.2,199
2024-09-10,Bengaluru,22.8,171
2024-09-10,Chennai,19.6,329
2024-09-10,Kolkata,26.9,134
2024-09-10,Hyderabad,31.6,108
2024-09-10,Ahmedabad,28.5,305
2024-09-10,Jaipur,30.1,97
2024-09-10,Lucknow,18.8,304
2024-09-10,Bhopal,24.8,317
2024-09-11,Mumbai,29.5,242
2024-09-11,Delhi,21.1,319
2024-09-11,Bengaluru,35.8,232
2024-09-11,Chennai,30.4,225
2024-09-11,Kolkata,30.2,347
2024-09-11,Hyderabad,34.2,283
2024-09-11,Ahmedabad,36.4,283
2024-09-11,Jaipur,22.8,40
2024-09-11,Lucknow,26.7,254
2024-09-11,Bhopal,30.9,247
2024-09-12,Mumbai,33.4,291
2024-09-12,Delhi,29.5,288
2024-09-12,Bengaluru,31.8,235
2024-09-12,Chennai,23.7,201
2024-09-12,Kolkata,31.8,211
2024-09-12,Hyderabad,27.0,230
2024-09-12,Ahmedabad,37.7,267
2024-09-12,Jaipur,31.3,349
2024-09-12,Lucknow,20.4,166
2024-09-12,Bhopal,36.8,56
2024-09-13,Mumbai,22.0,273
2024-09-13,Delhi,26.1,266
2024-09-13,Bengaluru,36.4,258
2024-09-13,Chennai,23.8,83
2024-09-13,Kolkata,22.9,189
2024-09-13,Hyderabad,27.6,91
2024-09-13,Ahmedabad,28.5,192
2024-09-13,Jaipur,33.1,343
2024-09-13,Lucknow,30.1,155
2024-09-13,Bhopal,37.1,274
2024-09-14,Mumbai,36.8,144
2024-09-14,Delhi,29.1,284
2024-09-14,Bengaluru,22.5,287
2024-09-14,Chennai,29.3,304
2024-09-14,Kolkata,20.4,96
2024-09-14,Hyderabad,37.6,99
2024-09-14,Ahmedabad,35.8,148
