city,date,aqi
Noida,14-02-2025 17:00:00,91.0
Noida,14-02-2025 17:00:00,65.0
Prayagraj,14-02-2025 17:00:00,54.0
Prayagraj,14-02-2025 17:00:00,5.0
Prayagraj,14-02-2025 17:00:00,37.0
Prayagraj,14-02-2025 17:00:00,30.0
Prayagraj,14-02-2025 17:00:00,20.0
Prayagraj,14-02-2025 17:00:00,11.0
Asansol,14-02-2025 17:00:00,43.0
Asansol,14-02-2025 17:00:00,92.0
Asansol,14-02-2025 17:00:00,121.0
Asansol,14-02-2025 17:00:00,41.0
Asansol,14-02-2025 17:00:00,42.0
Barrackpore,14-02-2025 17:00:00,142.0
Lucknow,14-02-2025 17:00:00,7.0
Lucknow,14-02-2025 17:00:00,2.0
Lucknow,14-02-2025 17:00:00,62.0
Lucknow,14-02-2025 17:00:00,112.0
Vrindavan,14-02-2025 17:00:00,11.0
Dehradun,14-02-2025 17:00:00,70.0
Rishikesh,14-02-2025 17:00:00,80.0
Lucknow,14-02-2025 17:00:00,23.0
Meerut,14-02-2025 17:00:00,88.0
Meerut,14-02-2025 17:00:00,40.0
Moradabad,14-02-2025 17:00:00,44.0
Moradabad,14-02-2025 17:00:00,41.0
Moradabad,14-02-2025 17:00:00,35.0
Moradabad,14-02-2025 17:00:00,27.0
Moradabad,14-02-2025 17:00:00,16.0
Moradabad,14-02-2025 17:00:00,59.0
Noida,14-02-2025 17:00:00,24.0
Noida,14-02-2025 17:00:00,14.0
Barrackpore,14-02-2025 17:00:00,23.0
Durgapur,14-02-2025 17:00:00,174.0
Durgapur,14-02-2025 17:00:00,18.0
Durgapur,14-02-2025 17:00:00,23.0
Durgapur,14-02-2025 17:00:00,170.0
Durgapur,14-02-2025 17:00:00,48.0
Durgapur,14-02-2025 17:00:00,44.0
Durgapur,14-02-2025 17:00:00,27.0
Haldia,14-02-2025 17:00:00,10.0
Howrah,14-02-2025 17:00:00,63.0
Howrah,14-02-2025 17:00:00,5.0
Howrah,14-02-2025 17:00:00,167.0
Howrah,14-02-2025 17:00:00,207.0
Howrah,14-02-2025 17:00:00,49.0
Kolkata,14-02-2025 17:00:00,149.0
Kolkata,14-02-2025 17:00:00,17.0
Kolkata,14-02-2025 17:00:00,92.0
Kolkata,14-02-2025 17:00:00,63.0
Kolkata,14-02-2025 17:00:00,30.0
Kolkata,14-02-2025 17:00:00,12.0
Kolkata,14-02-2025 17:00:00,82.0
Kolkata,14-02-2025 17:00:00,109.0
Kolkata,14-02-2025 17:00:00,11.0
Kolkata,14-02-2025 17:00:00,19.0
Siliguri,14-02-2025 17:00:00,157.0
Siliguri,14-02-2025 17:00:00,15.0
Vijayawada,14-02-2025 17:00:00,60.0
Vijayawada,14-02-2025 17:00:00,21.0
Vijayawada,14-02-2025 17:00:00,28.0
Visakhapatnam,14-02-2025 17:00:00,27.0
Naharlagun,14-02-2025 17:00:00,62.0
Naharlagun,14-02-2025 17:00:00,5.0
Byrnihat,14-02-2025 17:00:00,3.0
Begusarai,14-02-2025 17:00:00,64.0
Begusarai,14-02-2025 17:00:00,15.0
Begusarai,14-02-2025 17:00:00,17.0
Begusarai,14-02-2025 17:00:00,83.0
Bettiah,14-02-2025 17:00:00,15.0
Bhagalpur,14-02-2025 17:00:00,55.0
Bhagalpur,14-02-2025 17:00:00,19.0
Bhagalpur,14-02-2025 17:00:00,32.0
Vijayawada,14-02-2025 17:00:00,26.0
Vijayawada,14-02-2025 17:00:00,25.0
Vijayawada,14-02-2025 17:00:00,23.0
Gaya,14-02-2025 17:00:00,2.0
Gaya,14-02-2025 17:00:00,17.0
Gaya,14-02-2025 17:00:00,20.0
Gaya,14-02-2025 17:00:00,30.0
Hajipur,14-02-2025 17:00:00,44.0
Sri Vijaya Puram,14-02-2025 17:00:00,31.0
Sri Vijaya Puram,14-02-2025 17:00:00,75.0
Anantapur,14-02-2025 17:00:00,70.0
Anantapur,14-02-2025 17:00:00,75.0
Sivasagar,14-02-2025 17:00:00,3.0
Araria,14-02-2025 17:00:00,76.0
Aurangabad,14-02-2025 17:00:00,11.0
Chittoor,14-02-2025 17:00:00,74.0
Chittoor,14-02-2025 17:00:00,17.0
Kadapa,14-02-2025 17:00:00,5.0
Kadapa,14-02-2025 17:00:00,15.0
Chhapra,14-02-2025 17:00:00,64.0
Gaya,14-02-2025 17:00:00,75.0
Nagaon,14-02-2025 17:00:00,7.0
Nalbari,14-02-2025 17:00:00,17.0
Sivasagar,14-02-2025 17:00:00,40.0
Guwahati,14-02-2025 17:00:00,3.0
Guwahati,14-02-2025 17:00:00,30.0
Patna,14-02-2025 17:00:00,10.0
Patna,14-02-2025 17:00:00,70.0
Patna,14-02-2025 17:00:00,79.0
Purnia,14-02-2025 17:00:00,51.0
Purnia,14-02-2025 17:00:00,16.0
Rajgir,14-02-2025 17:00:00,9.0
Rajgir,14-02-2025 17:00:00,24.0
Chhal,14-02-2025 17:00:00,41.0
Korba,14-02-2025 17:00:00,22.0
Korba,14-02-2025 17:00:00,13.0
Kunjemura,14-02-2025 17:00:00,130.0
Kunjemura,14-02-2025 17:00:00,2.0
Kunjemura,14-02-2025 17:00:00,5.0
Bhilai,14-02-2025 17:00:00,17.0
Bhilai,14-02-2025 17:00:00,21.0
Bhilai,14-02-2025 17:00:00,46.0
Bhilai,14-02-2025 17:00:00,11.0
Bhilai,14-02-2025 17:00:00,15.0
Bilaspur,14-02-2025 17:00:00,38.0
Munger,14-02-2025 17:00:00,92.0
Munger,14-02-2025 17:00:00,6.0
Muzaffarpur,14-02-2025 17:00:00,18.0
Muzaffarpur,14-02-2025 17:00:00,29.0
Muzaffarpur,14-02-2025 17:00:00,22.0
Chandigarh,14-02-2025 17:00:00,99.0
Chandigarh,14-02-2025 17:00:00,9.0
Chandigarh,14-02-2025 17:00:00,44.0
Saharsa,14-02-2025 17:00:00,1.0
Samastipur,14-02-2025 17:00:00,2.0
Samastipur,14-02-2025 17:00:00,9.0
Patna,14-02-2025 17:00:00,113.0
Patna,14-02-2025 17:00:00,228.0
Patna,14-02-2025 17:00:00,22.0
Patna,14-02-2025 17:00:00,170.0
Kishanganj,14-02-2025 17:00:00,11.0
Manguraha,14-02-2025 17:00:00,100.0
Motihari,14-02-2025 17:00:00,3.0
Raipur,14-02-2025 17:00:00,34.0
Raipur,14-02-2025 17:00:00,4.0
Delhi,14-02-2025 17:00:00,108.0
Delhi,14-02-2025 17:00:00,97.0
Delhi,14-02-2025 17:00:00,32.0
Delhi,14-02-2025 17:00:00,58.0
Delhi,14-02-2025 17:00:00,144.0
Delhi,14-02-2025 17:00:00,71.0
Delhi,14-02-2025 17:00:00,69.0
Delhi,14-02-2025 17:00:00,56.0
Delhi,14-02-2025 17:00:00,22.0
Delhi,14-02-2025 17:00:00,69.0
Delhi,14-02-2025 17:00:00,59.0
Delhi,14-02-2025 17:00:00,66.0
Delhi,14-02-2025 17:00:00,100.0
Delhi,14-02-2025 17:00:00,9.0
Delhi,14-02-2025 17:00:00,9.0
Delhi,14-02-2025 17:00:00,103.0
Delhi,14-02-2025 17:00:00,10.0
Delhi,14-02-2025 17:00:00,81.0
Delhi,14-02-2025 17:00:00,134.0
Delhi,14-02-2025 17:00:00,66.0
Delhi,14-02-2025 17:00:00,58.0
Delhi,14-02-2025 17:00:00,80.0
Delhi,14-02-2025 17:00:00,28.0
Delhi,14-02-2025 17:00:00,80.0
Delhi,14-02-2025 17:00:00,16.0
Delhi,14-02-2025 17:00:00,42.0
Raipur,14-02-2025 17:00:00,93.0
Raipur,14-02-2025 17:00:00,14.0
Delhi,14-02-2025 17:00:00,45.0
Delhi,14-02-2025 17:00:00,119.0
Delhi,14-02-2025 17:00:00,4.0
Delhi,14-02-2025 17:00:00,10.0
Delhi,14-02-2025 17:00:00,105.0
Delhi,14-02-2025 17:00:00,25.0
Delhi,14-02-2025 17:00:00,54.0
Ahmedabad,14-02-2025 17:00:00,143.0
Ahmedabad,14-02-2025 17:00:00,90.0
Ahmedabad,14-02-2025 17:00:00,24.0
Ankleshwar,14-02-2025 17:00:00,51.0
Gandhinagar,14-02-2025 17:00:00,181.0
Gandhinagar,14-02-2025 17:00:00,33.0
Gandhinagar,14-02-2025 17:00:00,19.0
Gandhinagar,14-02-2025 17:00:00,107.0
Panchgaon,14-02-2025 17:00:00,6.0
Panchgaon,14-02-2025 17:00:00,54.0
Baddi,14-02-2025 17:00:00,79.0
Srinagar,14-02-2025 17:00:00,2.0
Dhanbad,14-02-2025 17:00:00,27.0
Dhanbad,14-02-2025 17:00:00,2.0
Delhi,14-02-2025 17:00:00,7.0
Delhi,14-02-2025 17:00:00,49.0
Ahmedabad,14-02-2025 17:00:00,168.0
Ahmedabad,14-02-2025 17:00:00,79.0
Ahmedabad,14-02-2025 17:00:00,27.0
Ahmedabad,14-02-2025 17:00:00,147.0
Ahmedabad,14-02-2025 17:00:00,30.0
Ahmedabad,14-02-2025 17:00:00,33.0
Delhi,14-02-2025 17:00:00,28.0
Delhi,14-02-2025 17:00:00,9.0
Delhi,14-02-2025 17:00:00,78.0
Delhi,14-02-2025 17:00:00,12.0
Delhi,14-02-2025 17:00:00,30.0
Delhi,14-02-2025 17:00:00,14.0
Gandhinagar,14-02-2025 17:00:00,70.0
Gandhinagar,14-02-2025 17:00:00,43.0
Gandhinagar,14-02-2025 17:00:00,71.0
Vapi,14-02-2025 17:00:00,44.0
Ahmedabad,14-02-2025 17:00:00,136.0
Ahmedabad,14-02-2025 17:00:00,29.0
Ahmedabad,14-02-2025 17:00:00,107.0
Ahmedabad,14-02-2025 17:00:00,137.0
Gurugram,14-02-2025 17:00:00,88.0
Gurugram,14-02-2025 17:00:00,89.0
Panchgaon,14-02-2025 17:00:00,108.0
Delhi,14-02-2025 17:00:00,65.0
Delhi,14-02-2025 17:00:00,92.0
Delhi,14-02-2025 17:00:00,106.0
Faridabad,14-02-2025 17:00:00,55.0
Kalaburagi,14-02-2025 17:00:00,3.0
Kalaburagi,14-02-2025 17:00:00,21.0
Karwar,14-02-2025 17:00:00,9.0
Kolar,14-02-2025 17:00:00,49.0
Kolar,14-02-2025 17:00:00,19.0
Madikeri,14-02-2025 17:00:00,50.0
Madikeri,14-02-2025 17:00:00,1.0
Madikeri,14-02-2025 17:00:00,6.0
Mangalore,14-02-2025 17:00:00,16.0
Mangalore,14-02-2025 17:00:00,20.0
Mysuru,14-02-2025 17:00:00,10.0
Shivamogga,14-02-2025 17:00:00,41.0
Shivamogga,14-02-2025 17:00:00,3.0
Tumakuru,14-02-2025 17:00:00,2.0
Tumakuru,14-02-2025 17:00:00,7.0
Udupi,14-02-2025 17:00:00,21.0
Vijayapura,14-02-2025 17:00:00,16.0
Bengaluru,14-02-2025 17:00:00,92.0
Bengaluru,14-02-2025 17:00:00,3.0
Bengaluru,14-02-2025 17:00:00,5.0
Bengaluru,14-02-2025 17:00:00,74.0
Bengaluru,14-02-2025 17:00:00,30.0
Hassan,14-02-2025 17:00:00,3.0
Hubballi,14-02-2025 17:00:00,2.0
Bengaluru,14-02-2025 17:00:00,25.0
Bengaluru,14-02-2025 17:00:00,3.0
Bengaluru,14-02-2025 17:00:00,9.0
Davanagere,14-02-2025 17:00:00,7.0
Dharwad,14-02-2025 17:00:00,71.0
Chamarajanagar,14-02-2025 17:00:00,30.0
Chikkaballapur,14-02-2025 17:00:00,12.0
Bengaluru,14-02-2025 17:00:00,27.0
Bengaluru,14-02-2025 17:00:00,10.0
Thiruvananthapuram,14-02-2025 17:00:00,25.0
Thrissur,14-02-2025 17:00:00,52.0
Thrissur,14-02-2025 17:00:00,2.0
Thrissur,14-02-2025 17:00:00,31.0
Bhopal,14-02-2025 17:00:00,3.0
Bhopal,14-02-2025 17:00:00,17.0
Bhopal,14-02-2025 17:00:00,67.0
Gwalior,14-02-2025 17:00:00,82.0
Gwalior,14-02-2025 17:00:00,23.0
Gwalior,14-02-2025 17:00:00,19.0
Gwalior,14-02-2025 17:00:00,85.0
Gwalior,14-02-2025 17:00:00,2.0
Gwalior,14-02-2025 17:00:00,16.0
Gwalior,14-02-2025 17:00:00,12.0
Bhopal,14-02-2025 17:00:00,12.0
Bhopal,14-02-2025 17:00:00,53.0
Damoh,14-02-2025 17:00:00,22.0
Dewas,14-02-2025 17:00:00,43.0
Sagar,14-02-2025 17:00:00,58.0
Satna,14-02-2025 17:00:00,48.0
Satna,14-02-2025 17:00:00,19.0
Singrauli,14-02-2025 17:00:00,66.0
Singrauli,14-02-2025 17:00:00,83.0
Jabalpur,14-02-2025 17:00:00,60.0
Jabalpur,14-02-2025 17:00:00,89.0
Jabalpur,14-02-2025 17:00:00,53.0
Katni,14-02-2025 17:00:00,62.0
Katni,14-02-2025 17:00:00,60.0
Katni,14-02-2025 17:00:00,44.0
Indore,14-02-2025 17:00:00,17.0
Indore,14-02-2025 17:00:00,13.0
Jabalpur,14-02-2025 17:00:00,34.0
Jabalpur,14-02-2025 17:00:00,47.0
Jabalpur,14-02-2025 17:00:00,17.0
Mandideep,14-02-2025 17:00:00,52.0
Mandideep,14-02-2025 17:00:00,37.0
Sagar,14-02-2025 17:00:00,35.0
Sagar,14-02-2025 17:00:00,5.0
Sagar,14-02-2025 17:00:00,19.0
Kannur,14-02-2025 17:00:00,29.0
Indore,14-02-2025 17:00:00,131.0
Mumbai,14-02-2025 17:00:00,11.0
Mumbai,14-02-2025 17:00:00,59.0
Mumbai,14-02-2025 17:00:00,97.0
Mumbai,14-02-2025 17:00:00,7.0
Mumbai,14-02-2025 17:00:00,3.0
Mumbai,14-02-2025 17:00:00,11.0
Mumbai,14-02-2025 17:00:00,178.0
Mumbai,14-02-2025 17:00:00,54.0
Mumbai,14-02-2025 17:00:00,36.0
Mumbai,14-02-2025 17:00:00,29.0
Mumbai,14-02-2025 17:00:00,9.0
Mumbai,14-02-2025 17:00:00,88.0
Mumbai,14-02-2025 17:00:00,20.0
Mumbai,14-02-2025 17:00:00,55.0
Mumbai,14-02-2025 17:00:00,78.0
Akola,14-02-2025 17:00:00,11.0
Akola,14-02-2025 17:00:00,52.0
Amravati,14-02-2025 17:00:00,20.0
Amravati,14-02-2025 17:00:00,52.0
Aurangabad,14-02-2025 17:00:00,2.0
Aurangabad,14-02-2025 17:00:00,8.0
Latur,14-02-2025 17:00:00,66.0
Latur,14-02-2025 17:00:00,21.0
Latur,14-02-2025 17:00:00,76.0
Mahad,14-02-2025 17:00:00,108.0
Mahad,14-02-2025 17:00:00,34.0
Malegaon,14-02-2025 17:00:00,25.0
Belapur,14-02-2025 17:00:00,50.0
Boisar,14-02-2025 17:00:00,63.0
Boisar,14-02-2025 17:00:00,94.0
Chandrapur,14-02-2025 17:00:00,38.0
Chandrapur,14-02-2025 17:00:00,23.0
Kalyan,14-02-2025 17:00:00,5.0
Kalyan,14-02-2025 17:00:00,94.0
Kolhapur,14-02-2025 17:00:00,43.0
Dhule,14-02-2025 17:00:00,15.0
Jalgaon,14-02-2025 17:00:00,66.0
Kalyan,14-02-2025 17:00:00,6.0
Aurangabad,14-02-2025 17:00:00,13.0
Aurangabad,14-02-2025 17:00:00,85.0
Aurangabad,14-02-2025 17:00:00,72.0
Mumbai,14-02-2025 17:00:00,70.0
Mumbai,14-02-2025 17:00:00,2.0
Pimpri-Chinchwad,14-02-2025 17:00:00,73.0
Pimpri-Chinchwad,14-02-2025 17:00:00,14.0
Pimpri-Chinchwad,14-02-2025 17:00:00,8.0
Pimpri-Chinchwad,14-02-2025 17:00:00,43.0
Pimpri-Chinchwad,14-02-2025 17:00:00,154.0
Pimpri-Chinchwad,14-02-2025 17:00:00,97.0
Pimpri-Chinchwad,14-02-2025 17:00:00,101.0
Pimpri-Chinchwad,14-02-2025 17:00:00,47.0
Pimpri-Chinchwad,14-02-2025 17:00:00,37.0
Mumbai,14-02-2025 17:00:00,51.0
Mumbai,14-02-2025 17:00:00,131.0
Mumbai,14-02-2025 17:00:00,10.0
Nagpur,14-02-2025 17:00:00,86.0
Nagpur,14-02-2025 17:00:00,5.0
Nagpur,14-02-2025 17:00:00,16.0
Nagpur,14-02-2025 17:00:00,63.0
Nagpur,14-02-2025 17:00:00,5.0
Mumbai,14-02-2025 17:00:00,5.0
Mumbai,14-02-2025 17:00:00,3.0
Mumbai,14-02-2025 17:00:00,117.0
Mumbai,14-02-2025 17:00:00,57.0
Mumbai,14-02-2025 17:00:00,119.0
Mumbai,14-02-2025 17:00:00,10.0
Mumbai,14-02-2025 17:00:00,41.0
Nagpur,14-02-2025 17:00:00,5.0
Nagpur,14-02-2025 17:00:00,102.0
Nagpur,14-02-2025 17:00:00,47.0
Nanded,14-02-2025 17:00:00,4.0
Nashik,14-02-2025 17:00:00,4.0
Navi Mumbai,14-02-2025 17:00:00,34.0
Navi Mumbai,14-02-2025 17:00:00,54.0
Parbhani,14-02-2025 17:00:00,27.0
Parbhani,14-02-2025 17:00:00,25.0
Pimpri-Chinchwad,14-02-2025 17:00:00,96.0
Mumbai,14-02-2025 17:00:00,3.0
Mumbai,14-02-2025 17:00:00,61.0
Mumbai,14-02-2025 17:00:00,85.0
Mumbai,14-02-2025 17:00:00,33.0
Mumbai,14-02-2025 17:00:00,81.0
Mumbai,14-02-2025 17:00:00,166.0
Mumbai,14-02-2025 17:00:00,11.0
Mumbai,14-02-2025 17:00:00,34.0
Mumbai,14-02-2025 17:00:00,5.0
Nashik,14-02-2025 17:00:00,59.0
Navi Mumbai,14-02-2025 17:00:00,92.0
Navi Mumbai,14-02-2025 17:00:00,11.0
Nashik,14-02-2025 17:00:00,16.0
Nashik,14-02-2025 17:00:00,61.0
Cuttack,14-02-2025 17:00:00,75.0
Cuttack,14-02-2025 17:00:00,57.0
Keonjhar,14-02-2025 17:00:00,59.0
Keonjhar,14-02-2025 17:00:00,5.0
Nayagarh,14-02-2025 17:00:00,9.0
Nayagarh,14-02-2025 17:00:00,9.0
Rairangpur,14-02-2025 17:00:00,13.0
Rairangpur,14-02-2025 17:00:00,17.0
Pune,14-02-2025 17:00:00,158.0
Pune,14-02-2025 17:00:00,72.0
Pune,14-02-2025 17:00:00,4.0
Pune,14-02-2025 17:00:00,18.0
Pune,14-02-2025 17:00:00,6.0
Pune,14-02-2025 17:00:00,128.0
Solapur,14-02-2025 17:00:00,51.0
Thane,14-02-2025 17:00:00,30.0
Thane,14-02-2025 17:00:00,49.0
Thane,14-02-2025 17:00:00,82.0
Thane,14-02-2025 17:00:00,4.0
Ulhasnagar,14-02-2025 17:00:00,69.0
Pune,14-02-2025 17:00:00,73.0
Pune,14-02-2025 17:00:00,43.0
Pune,14-02-2025 17:00:00,105.0
Pune,14-02-2025 17:00:00,126.0
Pune,14-02-2025 17:00:00,49.0
Pune,14-02-2025 17:00:00,102.0
Pune,14-02-2025 17:00:00,30.0
Virar,14-02-2025 17:00:00,30.0
Virar,14-02-2025 17:00:00,2.0
Virar,14-02-2025 17:00:00,23.0
Imphal,14-02-2025 17:00:00,45.0
Sangli,14-02-2025 17:00:00,94.0
Sangli,14-02-2025 17:00:00,67.0
Solapur,14-02-2025 17:00:00,12.0
Solapur,14-02-2025 17:00:00,61.0
Angul,14-02-2025 17:00:00,4.0
Angul,14-02-2025 17:00:00,86.0
Balasore,14-02-2025 17:00:00,124.0
Balasore,14-02-2025 17:00:00,39.0
Barbil,14-02-2025 17:00:00,64.0
Bileipada,14-02-2025 17:00:00,129.0
Bileipada,14-02-2025 17:00:00,61.0
Brajrajnagar,14-02-2025 17:00:00,7.0
Byasanagar,14-02-2025 17:00:00,23.0
Barbil,14-02-2025 17:00:00,29.0
Bhubaneswar,14-02-2025 17:00:00,25.0
Bhubaneswar,14-02-2025 17:00:00,18.0
Tensa,14-02-2025 17:00:00,63.0
Tensa,14-02-2025 17:00:00,99.0
Tensa,14-02-2025 17:00:00,50.0
Tensa,14-02-2025 17:00:00,38.0
Puducherry,14-02-2025 17:00:00,44.0
Amritsar,14-02-2025 17:00:00,55.0
Amritsar,14-02-2025 17:00:00,79.0
Amritsar,14-02-2025 17:00:00,21.0
Amritsar,14-02-2025 17:00:00,44.0
Dholpur,14-02-2025 17:00:00,21.0
Dholpur,14-02-2025 17:00:00,4.0
Dungarpur,14-02-2025 17:00:00,4.0
Dungarpur,14-02-2025 17:00:00,27.0
Hanumangarh,14-02-2025 17:00:00,101.0
Hanumangarh,14-02-2025 17:00:00,135.0
Jaipur,14-02-2025 17:00:00,103.0
Jaipur,14-02-2025 17:00:00,87.0
Bhiwadi,14-02-2025 17:00:00,93.0
Bhiwadi,14-02-2025 17:00:00,128.0
Bhiwadi,14-02-2025 17:00:00,10.0
Bundi,14-02-2025 17:00:00,42.0
Bundi,14-02-2025 17:00:00,10.0
Bundi,14-02-2025 17:00:00,84.0
Chittorgarh,14-02-2025 17:00:00,13.0
Churu,14-02-2025 17:00:00,50.0
Churu,14-02-2025 17:00:00,7.0
Churu,14-02-2025 17:00:00,5.0
Dausa,14-02-2025 17:00:00,45.0
Dausa,14-02-2025 17:00:00,10.0
Bathinda,14-02-2025 17:00:00,47.0
Khanna,14-02-2025 17:00:00,28.0
Ludhiana,14-02-2025 17:00:00,77.0
Ludhiana,14-02-2025 17:00:00,91.0
Ludhiana,14-02-2025 17:00:00,17.0
Barmer,14-02-2025 17:00:00,7.0
Bharatpur,14-02-2025 17:00:00,39.0
Bhiwadi,14-02-2025 17:00:00,99.0
Patiala,14-02-2025 17:00:00,14.0
Ajmer,14-02-2025 17:00:00,92.0
Ajmer,14-02-2025 17:00:00,9.0
Ajmer,14-02-2025 17:00:00,9.0
Rourkela,14-02-2025 17:00:00,292.0
Rourkela,14-02-2025 17:00:00,272.0
Talcher,14-02-2025 17:00:00,223.0
Banswara,14-02-2025 17:00:00,79.0
Banswara,14-02-2025 17:00:00,133.0
Kota,14-02-2025 17:00:00,67.0
Kota,14-02-2025 17:00:00,46.0
Nagaur,14-02-2025 17:00:00,39.0
Nagaur,14-02-2025 17:00:00,86.0
Pali,14-02-2025 17:00:00,190.0
Pali,14-02-2025 17:00:00,7.0
Pali,14-02-2025 17:00:00,50.0
Pratapgarh,14-02-2025 17:00:00,115.0
Sri Ganganagar,14-02-2025 17:00:00,9.0
Sri Ganganagar,14-02-2025 17:00:00,37.0
Sri Ganganagar,14-02-2025 17:00:00,28.0
Gangtok,14-02-2025 17:00:00,23.0
Rajsamand,14-02-2025 17:00:00,100.0
Rajsamand,14-02-2025 17:00:00,10.0
Sikar,14-02-2025 17:00:00,37.0
Sirohi,14-02-2025 17:00:00,98.0
Sirohi,14-02-2025 17:00:00,51.0
Sirohi,14-02-2025 17:00:00,5.0
Chengalpattu,14-02-2025 17:00:00,2.0
Chengalpattu,14-02-2025 17:00:00,25.0
Chengalpattu,14-02-2025 17:00:00,6.0
Chennai,14-02-2025 17:00:00,54.0
Chennai,14-02-2025 17:00:00,2.0
Jaipur,14-02-2025 17:00:00,137.0
Jaipur,14-02-2025 17:00:00,152.0
Jaipur,14-02-2025 17:00:00,24.0
Jalore,14-02-2025 17:00:00,6.0
Jhunjhunu,14-02-2025 17:00:00,79.0
Jhunjhunu,14-02-2025 17:00:00,55.0
Karauli,14-02-2025 17:00:00,7.0
Karauli,14-02-2025 17:00:00,17.0
Kota,14-02-2025 17:00:00,78.0
Jodhpur,14-02-2025 17:00:00,53.0
Jodhpur,14-02-2025 17:00:00,37.0
Jodhpur,14-02-2025 17:00:00,15.0
Jaipur,14-02-2025 17:00:00,12.0
Jalore,14-02-2025 17:00:00,182.0
Ooty,14-02-2025 17:00:00,14.0
Ooty,14-02-2025 17:00:00,26.0
Ooty,14-02-2025 17:00:00,5.0
Palkalaiperur,14-02-2025 17:00:00,3.0
Pudukottai,14-02-2025 17:00:00,38.0
Ramanathapuram,14-02-2025 17:00:00,16.0
Chennai,14-02-2025 17:00:00,7.0
Chennai,14-02-2025 17:00:00,27.0
Chennai,14-02-2025 17:00:00,44.0
Chennai,14-02-2025 17:00:00,36.0
Chennai,14-02-2025 17:00:00,48.0
Chennai,14-02-2025 17:00:00,8.0
Coimbatore,14-02-2025 17:00:00,91.0
Hyderabad,14-02-2025 17:00:00,4.0
Hyderabad,14-02-2025 17:00:00,19.0
Hyderabad,14-02-2025 17:00:00,3.0
Hyderabad,14-02-2025 17:00:00,28.0
Hyderabad,14-02-2025 17:00:00,22.0
Hyderabad,14-02-2025 17:00:00,3.0
Hyderabad,14-02-2025 17:00:00,130.0
Hyderabad,14-02-2025 17:00:00,4.0
Hyderabad,14-02-2025 17:00:00,37.0
Hyderabad,14-02-2025 17:00:00,17.0
Thoothukudi,14-02-2025 17:00:00,18.0
Thoothukudi,14-02-2025 17:00:00,12.0
Tirupur,14-02-2025 17:00:00,14.0
Virudhunagar,14-02-2025 17:00:00,16.0
Ramanathapuram,14-02-2025 17:00:00,14.0
Ranipet,14-02-2025 17:00:00,3.0
Salem,14-02-2025 17:00:00,16.0
Chennai,14-02-2025 17:00:00,6.0
Chennai,14-02-2025 17:00:00,49.0
Dindigul,14-02-2025 17:00:00,104.0
Kanchipuram,14-02-2025 17:00:00,2.0
Kanpur,14-02-2025 17:00:00,27.0
Kanpur,14-02-2025 17:00:00,15.0
Kanpur,14-02-2025 17:00:00,16.0
Kanpur,14-02-2025 17:00:00,13.0
Kanpur,14-02-2025 17:00:00,26.0
Kanpur,14-02-2025 17:00:00,19.0
Khurja,14-02-2025 17:00:00,49.0
Khurja,14-02-2025 17:00:00,113.0
Hyderabad,14-02-2025 17:00:00,15.0
Hyderabad,14-02-2025 17:00:00,93.0
Hyderabad,14-02-2025 17:00:00,74.0
Hyderabad,14-02-2025 17:00:00,78.0
Hyderabad,14-02-2025 17:00:00,35.0
Hyderabad,14-02-2025 17:00:00,137.0
Hyderabad,14-02-2025 17:00:00,6.0
Hyderabad,14-02-2025 17:00:00,9.0
Agartala,14-02-2025 17:00:00,24.0
Agra,14-02-2025 17:00:00,7.0
Agra,14-02-2025 17:00:00,9.0
Agra,14-02-2025 17:00:00,21.0
Agra,14-02-2025 17:00:00,10.0
Agra,14-02-2025 17:00:00,5.0
Bulandshahr,14-02-2025 17:00:00,27.0
Firozabad,14-02-2025 17:00:00,43.0
Firozabad,14-02-2025 17:00:00,15.0
Ghaziabad,14-02-2025 17:00:00,73.0
Ghaziabad,14-02-2025 17:00:00,72.0
Ghaziabad,14-02-2025 17:00:00,14.0
Agra,14-02-2025 17:00:00,82.0
Agra,14-02-2025 17:00:00,12.0
Agra,14-02-2025 17:00:00,24.0
Agra,14-02-2025 17:00:00,22.0
Agra,14-02-2025 17:00:00,77.0
Agra,14-02-2025 17:00:00,12.0
Greater Noida,14-02-2025 17:00:00,67.0
Jhansi,14-02-2025 17:00:00,6.0
Jhansi,14-02-2025 17:00:00,4.0
Jhansi,14-02-2025 17:00:00,13.0
Jhansi,14-02-2025 17:00:00,6.0
Baghpat,14-02-2025 17:00:00,42.0
Bareilly,14-02-2025 17:00:00,3.0
Ghaziabad,14-02-2025 17:00:00,10.0
Ghaziabad,14-02-2025 17:00:00,29.0
Ghaziabad,14-02-2025 17:00:00,80.0
Hyderabad,14-02-2025 17:00:00,45.0
Hyderabad,14-02-2025 17:00:00,24.0
Hyderabad,14-02-2025 17:00:00,58.0
Khurja,14-02-2025 17:00:00,34.0
Lucknow,14-02-2025 17:00:00,65.0
Lucknow,14-02-2025 17:00:00,60.0
Lucknow,14-02-2025 17:00:00,81.0
Lucknow,14-02-2025 17:00:00,14.0
Lucknow,14-02-2025 17:00:00,12.0
Rishikesh,14-02-2025 17:00:00,39.0
Asansol,14-02-2025 17:00:00,44.0
Asansol,14-02-2025 17:00:00,4.0
Asansol,14-02-2025 17:00:00,27.0
Asansol,14-02-2025 17:00:00,14.0
Asansol,14-02-2025 17:00:00,11.0
Moradabad,14-02-2025 17:00:00,24.0
